"monk","session","piccat","dv","Nimg","Ntot","sessdate"
1,196,1,-50,12,30,2008-02-28
1,197,1,-50,0,28,2008-03-11
1,198,1,-50,2,31,2008-03-21
1,195,2,-50,0,32,2009-01-19
1,196,2,-50,2,29,2008-02-28
1,197,2,-50,1,28,2008-03-11
1,195,3,-50,1,31,2009-01-19
1,196,3,-50,7,29,2008-02-28
1,197,3,-50,0,29,2008-03-11
1,198,3,-50,4,31,2008-03-21
1,195,4,-50,0,37,2009-01-19
1,196,4,-50,11,29,2008-02-28
1,197,4,-50,0,29,2008-03-11
1,198,4,-50,4,64,2008-03-21
1,191,1,-30,0,30,2007-10-28
1,192,1,-30,7,30,2007-10-02
1,191,2,-30,6,30,2007-10-28
1,192,2,-30,7,33,2007-10-02
1,194,2,-30,1,34,2009-01-15
1,191,3,-30,7,32,2007-10-28
1,192,3,-30,7,30,2007-10-02
1,191,4,-30,4,31,2007-10-28
1,192,4,-30,3,30,2007-10-02
1,187,1,-20,9,30,2007-10-12
1,188,1,-20,0,31,2007-10-18
1,189,1,-20,26,31,2007-10-19
1,190,1,-20,1,33,2007-10-23
1,195,1,-20,10,36,2009-01-19
1,187,2,-20,22,30,2007-10-12
1,188,2,-20,2,31,2007-10-18
1,190,2,-20,1,32,2007-10-23
1,195,2,-20,5,41,2009-01-19
1,187,3,-20,20,30,2007-10-12
1,188,3,-20,4,33,2007-10-18
1,189,3,-20,18,32,2007-10-19
1,190,3,-20,5,32,2007-10-23
1,195,3,-20,9,39,2009-01-19
1,187,4,-20,24,48,2007-10-12
1,188,4,-20,0,32,2007-10-18
1,189,4,-20,30,42,2007-10-19
1,190,4,-20,4,32,2007-10-23
1,195,4,-20,15,44,2009-01-19
1,193,1,-10,3,31,2007-10-09
1,194,1,-10,26,42,2009-01-15
1,193,2,-10,1,33,2007-10-09
1,194,2,-10,29,31,2009-01-15
1,193,3,-10,13,33,2007-10-09
1,194,3,-10,11,31,2009-01-15
1,193,4,-10,12,31,2007-10-09
1,194,4,-10,27,43,2009-01-15
1,187,1,0,28,32,2007-10-12
1,188,1,0,2,35,2007-10-18
1,189,1,0,31,33,2007-10-19
1,190,1,0,12,32,2007-10-23
1,191,1,0,25,31,2007-10-28
1,192,1,0,9,28,2007-10-02
1,193,1,0,8,27,2007-10-09
1,194,1,0,15,29,2009-01-15
1,195,1,0,30,39,2009-01-19
1,196,1,0,18,31,2008-02-28
1,197,1,0,8,30,2008-03-11
1,198,1,0,0,31,2008-03-21
1,187,2,0,26,32,2007-10-12
1,188,2,0,4,34,2007-10-18
1,190,2,0,15,33,2007-10-23
1,191,2,0,34,45,2007-10-28
1,192,2,0,21,30,2007-10-02
1,193,2,0,8,33,2007-10-09
1,194,2,0,20,38,2009-01-15
1,195,2,0,11,34,2009-01-19
1,196,2,0,27,31,2008-02-28
1,197,2,0,9,30,2008-03-11
1,198,2,0,32,32,2008-03-21
1,187,3,0,23,31,2007-10-12
1,188,3,0,18,33,2007-10-18
1,190,3,0,12,35,2007-10-23
1,191,3,0,23,30,2007-10-28
1,192,3,0,15,30,2007-10-02
1,193,3,0,18,32,2007-10-09
1,194,3,0,21,30,2009-01-15
1,195,3,0,20,33,2009-01-19
1,196,3,0,16,31,2008-02-28
1,198,3,0,9,32,2008-03-21
1,187,4,0,28,31,2007-10-12
1,189,4,0,25,30,2007-10-19
1,190,4,0,6,32,2007-10-23
1,191,4,0,20,31,2007-10-28
1,192,4,0,15,30,2007-10-02
1,193,4,0,4,32,2007-10-09
1,194,4,0,22,31,2009-01-15
1,195,4,0,17,31,2009-01-19
1,196,4,0,15,30,2008-02-28
1,197,4,0,26,62,2008-03-11
1,198,4,0,9,32,2008-03-21
1,193,1,10,19,29,2007-10-09
1,194,1,10,22,32,2009-01-15
1,193,2,10,25,31,2007-10-09
1,194,2,10,30,32,2009-01-15
1,193,3,10,11,31,2007-10-09
1,194,3,10,28,30,2009-01-15
1,193,4,10,18,32,2007-10-09
1,194,4,10,31,31,2009-01-15
1,187,1,20,19,32,2007-10-12
1,188,1,20,19,32,2007-10-18
1,189,1,20,31,32,2007-10-19
1,190,1,20,29,31,2007-10-23
1,195,1,20,25,35,2009-01-19
1,187,2,20,24,31,2007-10-12
1,188,2,20,19,55,2007-10-18
1,189,2,20,24,31,2007-10-19
1,190,2,20,32,32,2007-10-23
1,195,2,20,36,36,2009-01-19
1,187,3,20,25,32,2007-10-12
1,190,3,20,29,33,2007-10-23
1,195,3,20,34,34,2009-01-19
1,187,4,20,20,30,2007-10-12
1,188,4,20,17,35,2007-10-18
1,189,4,20,24,31,2007-10-19
1,190,4,20,24,32,2007-10-23
1,195,4,20,32,32,2009-01-19
1,191,1,30,31,31,2007-10-28
1,192,1,30,25,32,2007-10-02
1,191,2,30,31,33,2007-10-28
1,192,2,30,25,31,2007-10-02
1,191,3,30,20,30,2007-10-28
1,192,3,30,24,30,2007-10-02
1,189,4,30,7,14,2007-10-19
1,191,4,30,28,31,2007-10-28
1,192,4,30,28,30,2007-10-02
1,194,4,30,28,29,2009-01-15
1,195,1,50,33,34,2009-01-19
1,196,1,50,29,31,2008-02-28
1,197,1,50,31,33,2008-03-11
1,198,1,50,30,30,2008-03-21
1,195,2,50,35,35,2009-01-19
1,196,2,50,29,33,2008-02-28
1,197,2,50,28,29,2008-03-11
1,198,2,50,30,32,2008-03-21
1,195,3,50,31,31,2009-01-19
1,196,3,50,29,34,2008-02-28
1,197,3,50,27,30,2008-03-11
1,198,3,50,61,64,2008-03-21
1,195,4,50,43,43,2009-01-19
1,196,4,50,26,31,2008-02-28
1,197,4,50,24,34,2008-03-11
1,198,4,50,32,37,2008-03-21
1,194,1,60,29,30,2009-01-15
1,194,2,60,36,36,2009-01-15
1,194,3,60,33,33,2009-01-15
1,194,4,60,29,29,2009-01-15
4,186,1,-80,0,31,2008-03-06
4,186,2,-80,4,30,2008-03-06
4,186,3,-80,0,40,2008-03-06
4,186,4,-80,2,44,2008-03-06
4,180,1,-60,1,32,2008-02-28
4,181,1,-60,1,35,2008-03-18
4,183,1,-60,2,35,2008-03-24
4,184,1,-60,17,37,2008-03-28
4,185,1,-60,1,30,2008-03-05
4,186,1,-60,3,32,2008-03-06
4,180,2,-60,1,34,2008-02-28
4,181,2,-60,2,32,2008-03-18
4,183,2,-60,8,32,2008-03-24
4,184,2,-60,7,33,2008-03-28
4,185,2,-60,3,39,2008-03-05
4,186,2,-60,2,31,2008-03-06
4,180,3,-60,3,32,2008-02-28
4,181,3,-60,1,31,2008-03-18
4,183,3,-60,4,31,2008-03-24
4,184,3,-60,2,34,2008-03-28
4,185,3,-60,1,32,2008-03-05
4,186,3,-60,4,32,2008-03-06
4,180,4,-60,1,34,2008-02-28
4,181,4,-60,6,30,2008-03-18
4,183,4,-60,7,30,2008-03-24
4,184,4,-60,12,35,2008-03-28
4,185,4,-60,2,34,2008-03-05
4,186,4,-60,2,38,2008-03-06
4,175,1,-50,13,30,2009-01-12
4,176,1,-50,1,43,2009-01-14
4,179,1,-50,17,32,2008-02-21
4,182,1,-50,5,31,2008-03-20
4,175,2,-50,9,36,2009-01-12
4,176,2,-50,1,33,2009-01-14
4,179,2,-50,45,66,2008-02-21
4,182,2,-50,4,35,2008-03-20
4,175,3,-50,3,42,2009-01-12
4,176,3,-50,1,30,2009-01-14
4,179,3,-50,16,32,2008-02-21
4,182,3,-50,6,31,2008-03-20
4,175,4,-50,2,30,2009-01-12
4,176,4,-50,3,31,2009-01-14
4,179,4,-50,18,33,2008-02-21
4,182,4,-50,0,31,2008-03-20
4,174,1,-30,19,34,2007-11-06
4,176,1,-30,1,47,2009-01-14
4,177,1,-30,23,33,2008-01-16
4,178,1,-30,20,34,2008-01-30
4,174,2,-30,9,33,2007-11-06
4,176,2,-30,7,32,2009-01-14
4,177,2,-30,19,34,2008-01-16
4,178,2,-30,43,45,2008-01-30
4,174,3,-30,20,35,2007-11-06
4,176,3,-30,1,35,2009-01-14
4,177,3,-30,9,33,2008-01-16
4,174,4,-30,20,34,2007-11-06
4,176,4,-30,0,34,2009-01-14
4,177,4,-30,25,34,2008-01-16
4,178,4,-30,28,34,2008-01-30
4,184,4,-30,9,39,2008-03-28
4,174,1,-20,6,33,2007-11-06
4,177,1,-20,24,24,2008-01-16
4,178,1,-20,22,35,2008-01-30
4,174,2,-20,18,34,2007-11-06
4,177,2,-20,25,34,2008-01-16
4,178,2,-20,30,34,2008-01-30
4,174,3,-20,20,34,2007-11-06
4,177,3,-20,26,32,2008-01-16
4,178,3,-20,32,38,2008-01-30
4,174,4,-20,8,31,2007-11-06
4,177,4,-20,29,33,2008-01-16
4,178,4,-20,38,43,2008-01-30
4,174,1,0,11,39,2007-11-06
4,175,1,0,19,66,2009-01-12
4,176,1,0,15,36,2009-01-14
4,177,1,0,22,32,2008-01-16
4,178,1,0,47,53,2008-01-30
4,179,1,0,23,33,2008-02-21
4,180,1,0,5,32,2008-02-28
4,181,1,0,4,32,2008-03-18
4,182,1,0,13,32,2008-03-20
4,183,1,0,0,32,2008-03-24
4,184,1,0,15,32,2008-03-28
4,185,1,0,6,32,2008-03-05
4,186,1,0,2,31,2008-03-06
4,174,2,0,13,32,2007-11-06
4,175,2,0,7,61,2009-01-12
4,176,2,0,8,39,2009-01-14
4,177,2,0,30,32,2008-01-16
4,178,2,0,30,35,2008-01-30
4,179,2,0,47,64,2008-02-21
4,180,2,0,4,66,2008-02-28
4,181,2,0,10,31,2008-03-18
4,182,2,0,15,30,2008-03-20
4,183,2,0,14,31,2008-03-24
4,184,2,0,15,35,2008-03-28
4,185,2,0,10,31,2008-03-05
4,186,2,0,16,32,2008-03-06
4,174,3,0,29,33,2007-11-06
4,175,3,0,36,64,2009-01-12
4,176,3,0,9,49,2009-01-14
4,177,3,0,18,32,2008-01-16
4,178,3,0,33,35,2008-01-30
4,180,3,0,5,33,2008-02-28
4,181,3,0,10,88,2008-03-18
4,182,3,0,29,32,2008-03-20
4,183,3,0,30,33,2008-03-24
4,184,3,0,16,33,2008-03-28
4,185,3,0,20,33,2008-03-05
4,186,3,0,7,31,2008-03-06
4,174,4,0,2,34,2007-11-06
4,175,4,0,11,32,2009-01-12
4,176,4,0,30,33,2009-01-14
4,177,4,0,28,32,2008-01-16
4,178,4,0,26,33,2008-01-30
4,179,4,0,37,55,2008-02-21
4,180,4,0,3,37,2008-02-28
4,181,4,0,15,33,2008-03-18
4,182,4,0,34,35,2008-03-20
4,183,4,0,35,35,2008-03-24
4,184,4,0,48,70,2008-03-28
4,185,4,0,2,32,2008-03-05
4,186,4,0,4,33,2008-03-06
4,174,1,20,21,31,2007-11-06
4,177,1,20,28,31,2008-01-16
4,178,1,20,40,42,2008-01-30
4,174,2,20,5,32,2007-11-06
4,177,2,20,28,33,2008-01-16
4,178,2,20,28,35,2008-01-30
4,174,3,20,2,36,2007-11-06
4,177,3,20,30,32,2008-01-16
4,178,3,20,35,35,2008-01-30
4,174,4,20,31,36,2007-11-06
4,177,4,20,33,34,2008-01-16
4,178,4,20,27,36,2008-01-30
4,174,1,30,25,32,2007-11-06
4,176,1,30,31,34,2009-01-14
4,177,1,30,31,32,2008-01-16
4,178,1,30,33,34,2008-01-30
4,174,2,30,12,32,2007-11-06
4,176,2,30,37,50,2009-01-14
4,177,2,30,24,32,2008-01-16
4,178,2,30,34,35,2008-01-30
4,174,3,30,18,32,2007-11-06
4,176,3,30,23,30,2009-01-14
4,177,3,30,27,32,2008-01-16
4,178,3,30,59,65,2008-01-30
4,174,4,30,31,32,2007-11-06
4,176,4,30,38,40,2009-01-14
4,177,4,30,30,31,2008-01-16
4,178,4,30,44,47,2008-01-30
4,175,1,50,36,37,2009-01-12
4,176,1,50,37,37,2009-01-14
4,179,1,50,25,33,2008-02-21
4,182,1,50,32,32,2008-03-20
4,175,2,50,25,31,2009-01-12
4,176,2,50,29,32,2009-01-14
4,179,2,50,24,35,2008-02-21
4,182,2,50,31,33,2008-03-20
4,175,3,50,17,29,2009-01-12
4,176,3,50,34,35,2009-01-14
4,182,3,50,35,35,2008-03-20
4,175,4,50,13,30,2009-01-12
4,176,4,50,28,29,2009-01-14
4,179,4,50,21,32,2008-02-21
4,182,4,50,29,37,2008-03-20
4,180,1,60,32,35,2008-02-28
4,181,1,60,31,34,2008-03-18
4,183,1,60,38,39,2008-03-24
4,184,1,60,28,33,2008-03-28
4,185,1,60,26,30,2008-03-05
4,186,1,60,26,32,2008-03-06
4,180,2,60,25,33,2008-02-28
4,181,2,60,25,31,2008-03-18
4,183,2,60,25,32,2008-03-24
4,184,2,60,29,33,2008-03-28
4,185,2,60,30,30,2008-03-05
4,186,2,60,24,33,2008-03-06
4,180,3,60,18,37,2008-02-28
4,181,3,60,33,35,2008-03-18
4,183,3,60,31,31,2008-03-24
4,184,3,60,32,36,2008-03-28
4,185,3,60,21,31,2008-03-05
4,186,3,60,31,31,2008-03-06
4,180,4,60,17,33,2008-02-28
4,181,4,60,21,32,2008-03-18
4,183,4,60,29,32,2008-03-24
4,185,4,60,28,30,2008-03-05
4,186,4,60,31,31,2008-03-06
4,186,1,80,33,34,2008-03-06
4,186,2,80,27,32,2008-03-06
4,186,3,80,28,30,2008-03-06
4,182,4,80,20,21,2008-03-20
4,186,4,80,28,31,2008-03-06
7,167,1,-50,2,41,2009-01-29
7,168,1,-50,31,38,2009-01-31
7,169,1,-50,6,34,2009-02-19
7,167,2,-50,17,66,2009-01-29
7,168,2,-50,6,33,2009-01-31
7,169,2,-50,3,32,2009-02-19
7,168,3,-50,27,42,2009-01-31
7,169,3,-50,2,32,2009-02-19
7,167,4,-50,1,44,2009-01-29
7,168,4,-50,8,35,2009-01-31
7,169,4,-50,0,30,2009-02-19
7,167,1,-30,2,34,2009-01-29
7,168,1,-30,26,38,2009-01-31
7,170,1,-30,15,35,2009-02-24
7,172,1,-30,3,33,2006-07-14
7,173,1,-30,23,40,2008-08-11
7,167,2,-30,3,33,2009-01-29
7,168,2,-30,52,70,2009-01-31
7,170,2,-30,4,34,2009-02-24
7,172,2,-30,0,32,2006-07-14
7,173,2,-30,8,34,2008-08-11
7,166,3,-30,1,30,2006-10-25
7,168,3,-30,16,36,2009-01-31
7,170,3,-30,2,37,2009-02-24
7,172,3,-30,0,60,2006-07-14
7,173,3,-30,7,41,2008-08-11
7,168,4,-30,10,44,2009-01-31
7,170,4,-30,2,36,2009-02-24
7,172,4,-30,0,63,2006-07-14
7,173,4,-30,13,36,2008-08-11
7,166,1,-20,10,30,2006-10-25
7,171,1,-20,24,32,2009-02-28
7,173,1,-20,12,35,2008-08-11
7,166,2,-20,3,31,2006-10-25
7,171,2,-20,29,31,2009-02-28
7,173,2,-20,8,43,2008-08-11
7,166,3,-20,11,30,2006-10-25
7,171,3,-20,22,32,2009-02-28
7,173,3,-20,5,36,2008-08-11
7,166,4,-20,3,30,2006-10-25
7,171,4,-20,8,30,2009-02-28
7,173,4,-20,16,35,2008-08-11
7,167,1,-10,21,32,2009-01-29
7,169,1,-10,31,32,2009-02-19
7,170,1,-10,17,35,2009-02-24
7,171,1,-10,32,32,2009-02-28
7,167,2,-10,8,30,2009-01-29
7,169,2,-10,14,43,2009-02-19
7,170,2,-10,3,41,2009-02-24
7,171,2,-10,15,15,2009-02-28
7,167,3,-10,10,33,2009-01-29
7,169,3,-10,4,37,2009-02-19
7,170,3,-10,1,36,2009-02-24
7,167,4,-10,19,34,2009-01-29
7,169,4,-10,17,48,2009-02-19
7,170,4,-10,9,36,2009-02-24
7,166,1,0,4,29,2006-10-25
7,167,1,0,28,46,2009-01-29
7,168,1,0,36,36,2009-01-31
7,169,1,0,34,38,2009-02-19
7,170,1,0,28,35,2009-02-24
7,171,1,0,23,31,2009-02-28
7,172,1,0,8,33,2006-07-14
7,173,1,0,58,67,2008-08-11
7,166,2,0,1,31,2006-10-25
7,167,2,0,28,38,2009-01-29
7,168,2,0,26,44,2009-01-31
7,169,2,0,24,35,2009-02-19
7,170,2,0,39,70,2009-02-24
7,171,2,0,37,37,2009-02-28
7,172,2,0,2,30,2006-07-14
7,173,2,0,31,34,2008-08-11
7,166,3,0,22,30,2006-10-25
7,167,3,0,24,35,2009-01-29
7,168,3,0,31,39,2009-01-31
7,169,3,0,22,40,2009-02-19
7,170,3,0,20,35,2009-02-24
7,171,3,0,6,31,2009-02-28
7,172,3,0,11,61,2006-07-14
7,173,3,0,30,35,2008-08-11
7,166,4,0,8,30,2006-10-25
7,167,4,0,32,43,2009-01-29
7,168,4,0,33,34,2009-01-31
7,169,4,0,27,31,2009-02-19
7,170,4,0,41,46,2009-02-24
7,171,4,0,19,31,2009-02-28
7,172,4,0,1,62,2006-07-14
7,173,4,0,39,40,2008-08-11
7,167,1,10,33,34,2009-01-29
7,169,1,10,18,31,2009-02-19
7,170,1,10,25,35,2009-02-24
7,167,2,10,25,30,2009-01-29
7,169,2,10,32,33,2009-02-19
7,170,2,10,13,37,2009-02-24
7,167,3,10,30,32,2009-01-29
7,169,3,10,21,29,2009-02-19
7,170,3,10,38,38,2009-02-24
7,171,3,10,30,30,2009-02-28
7,167,4,10,30,32,2009-01-29
7,169,4,10,19,33,2009-02-19
7,170,4,10,32,35,2009-02-24
7,171,4,10,31,31,2009-02-28
7,166,1,20,13,31,2006-10-25
7,171,1,20,30,30,2009-02-28
7,173,1,20,40,40,2008-08-11
7,166,2,20,26,32,2006-10-25
7,171,2,20,30,30,2009-02-28
7,173,2,20,43,43,2008-08-11
7,166,3,20,1,30,2006-10-25
7,171,3,20,30,30,2009-02-28
7,173,3,20,36,39,2008-08-11
7,166,4,20,27,30,2006-10-25
7,171,4,20,36,36,2009-02-28
7,173,4,20,39,39,2008-08-11
7,169,3,25,31,32,2009-02-19
7,168,1,30,31,31,2009-01-31
7,170,1,30,40,40,2009-02-24
7,172,1,30,31,32,2006-07-14
7,173,1,30,45,45,2008-08-11
7,168,2,30,35,35,2009-01-31
7,170,2,30,35,37,2009-02-24
7,172,2,30,28,54,2006-07-14
7,173,2,30,32,32,2008-08-11
7,166,3,30,30,30,2006-10-25
7,168,3,30,30,30,2009-01-31
7,170,3,30,25,37,2009-02-24
7,172,3,30,44,59,2006-07-14
7,173,3,30,28,28,2008-08-11
7,167,4,30,32,33,2009-01-29
7,168,4,30,23,32,2009-01-31
7,170,4,30,32,33,2009-02-24
7,172,4,30,45,60,2006-07-14
7,173,4,30,33,33,2008-08-11
7,167,1,50,67,69,2009-01-29
7,168,1,50,35,35,2009-01-31
7,169,1,50,33,33,2009-02-19
7,167,2,50,34,37,2009-01-29
7,168,2,50,33,33,2009-01-31
7,169,2,50,32,32,2009-02-19
7,167,3,50,43,49,2009-01-29
7,168,3,50,31,31,2009-01-31
7,169,3,50,33,33,2009-02-19
7,167,4,50,32,32,2009-01-29
7,168,4,50,46,46,2009-01-31
7,169,4,50,46,46,2009-02-19
8,199,1,-30,16,31,2007-10-12
8,202,1,-30,3,32,2007-11-05
8,203,1,-30,14,33,2007-11-07
8,205,1,-30,3,49,2007-12-17
8,206,1,-30,0,3,2009-02-04
8,199,2,-30,26,31,2007-10-12
8,202,2,-30,7,31,2007-11-05
8,203,2,-30,20,33,2007-11-07
8,205,2,-30,16,33,2007-12-17
8,199,3,-30,19,32,2007-10-12
8,202,3,-30,3,33,2007-11-05
8,203,3,-30,1,32,2007-11-07
8,205,3,-30,0,34,2007-12-17
8,199,4,-30,13,32,2007-10-12
8,202,4,-30,6,33,2007-11-05
8,203,4,-30,6,33,2007-11-07
8,205,4,-30,1,34,2007-12-17
8,206,4,-30,2,32,2009-02-04
8,200,1,-20,9,31,2007-10-31
8,201,1,-20,3,32,2007-11-01
8,202,1,-20,3,32,2007-11-05
8,205,1,-20,3,33,2007-12-17
8,200,2,-20,5,31,2007-10-31
8,201,2,-20,28,32,2007-11-01
8,202,2,-20,3,33,2007-11-05
8,205,2,-20,4,32,2007-12-17
8,200,3,-20,3,32,2007-10-31
8,201,3,-20,8,31,2007-11-01
8,202,3,-20,3,33,2007-11-05
8,205,3,-20,1,33,2007-12-17
8,200,4,-20,2,32,2007-10-31
8,201,4,-20,1,32,2007-11-01
8,202,4,-20,18,32,2007-11-05
8,205,4,-20,14,31,2007-12-17
8,201,1,-10,2,33,2007-11-01
8,203,1,-10,32,32,2007-11-07
8,204,1,-10,27,63,2007-12-14
8,201,2,-10,22,33,2007-11-01
8,203,2,-10,23,31,2007-11-07
8,201,3,-10,8,31,2007-11-01
8,203,3,-10,11,31,2007-11-07
8,201,4,-10,26,32,2007-11-01
8,203,4,-10,25,31,2007-11-07
8,204,4,-10,5,33,2007-12-14
8,199,1,0,19,29,2007-10-12
8,200,1,0,26,30,2007-10-31
8,201,1,0,12,35,2007-11-01
8,202,1,0,42,61,2007-11-05
8,203,1,0,32,34,2007-11-07
8,204,1,0,28,32,2007-12-14
8,205,1,0,6,33,2007-12-17
8,199,2,0,13,34,2007-10-12
8,200,2,0,22,30,2007-10-31
8,201,2,0,18,32,2007-11-01
8,202,2,0,22,33,2007-11-05
8,203,2,0,30,30,2007-11-07
8,204,2,0,24,32,2007-12-14
8,205,2,0,26,33,2007-12-17
8,199,3,0,24,32,2007-10-12
8,200,3,0,17,32,2007-10-31
8,201,3,0,29,30,2007-11-01
8,202,3,0,29,32,2007-11-05
8,203,3,0,32,32,2007-11-07
8,204,3,0,14,33,2007-12-14
8,205,3,0,13,37,2007-12-17
8,199,4,0,12,32,2007-10-12
8,200,4,0,18,31,2007-10-31
8,201,4,0,1,33,2007-11-01
8,202,4,0,33,34,2007-11-05
8,203,4,0,31,32,2007-11-07
8,204,4,0,23,33,2007-12-14
8,205,4,0,30,33,2007-12-17
8,201,1,10,12,33,2007-11-01
8,203,1,10,31,32,2007-11-07
8,204,1,10,30,31,2007-12-14
8,201,2,10,31,31,2007-11-01
8,203,2,10,29,30,2007-11-07
8,204,2,10,32,33,2007-12-14
8,201,3,10,30,30,2007-11-01
8,203,3,10,30,31,2007-11-07
8,204,3,10,28,30,2007-12-14
8,201,4,10,27,30,2007-11-01
8,203,4,10,34,34,2007-11-07
8,204,4,10,26,32,2007-12-14
8,200,1,20,22,34,2007-10-31
8,201,1,20,30,36,2007-11-01
8,202,1,20,31,31,2007-11-05
8,205,1,20,27,32,2007-12-17
8,200,2,20,28,31,2007-10-31
8,201,2,20,32,33,2007-11-01
8,202,2,20,32,32,2007-11-05
8,205,2,20,26,34,2007-12-17
8,200,3,20,30,32,2007-10-31
8,201,3,20,19,31,2007-11-01
8,202,3,20,33,33,2007-11-05
8,205,3,20,31,33,2007-12-17
8,200,4,20,21,32,2007-10-31
8,201,4,20,29,31,2007-11-01
8,202,4,20,31,31,2007-11-05
8,205,4,20,32,33,2007-12-17
8,199,1,30,23,34,2007-10-12
8,202,1,30,32,33,2007-11-05
8,203,1,30,30,31,2007-11-07
8,205,1,30,52,70,2007-12-17
8,199,2,30,24,29,2007-10-12
8,202,2,30,30,30,2007-11-05
8,203,2,30,30,31,2007-11-07
8,205,2,30,32,33,2007-12-17
8,199,3,30,26,31,2007-10-12
8,202,3,30,31,32,2007-11-05
8,203,3,30,30,31,2007-11-07
8,205,3,30,32,33,2007-12-17
8,206,3,30,30,32,2009-02-04
8,199,4,30,21,32,2007-10-12
8,202,4,30,33,33,2007-11-05
8,203,4,30,33,34,2007-11-07
8,205,4,30,32,32,2007-12-17
